Permit Type,Permit No,Issued,Address,Zip Code,Mapsco,Contractor,Value,Area,Work Description,Land Use,Latitude,Longitude,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country
Building (BU) Commercial  New Construction,1702241011,5/15/2017,9301 SKYLINE RD,75211,51A-L,"INGERSOLL RAND COMPANY (214) 631-9550 4310 ADLER DR #200, DALLAS, TX 75211",0,0,NEW CONSTRUCTION,INDUSTRIAL (INSIDE),32.735503,-96.980132,9301,Skyline Rd,,,Grand Prairie,TX,Dallas County,75051,US
Building (BU) Commercial  New Construction,1702271222,5/23/2017,3000 OLYMPUS BLVD,75019,"11A-K,11A-L,11A-M,11A-P,11A-Q,11A-R","BALFOUR BEATTY CONSTRUCTION LLC (214) 451-1864 3100 MCKINNON , 7th FLOOR, DALLAS, TX 75201",0,0,NEW CONSTRUCTION OF SHELL BLDG,SHELL BUILDING,32.933805,-96.983027,3000,Olympus Blvd,,,Coppell,TX,Dallas County,75019,US
Building (BU) Commercial  New Construction,1609221117,5/23/2017,5580 S BUCKNER BLVD,75228,48-G,"THE CHARLES MORGAN GROUP LP (972) 772-9089 1551 I 30 EAST , STE: 100, ROCKWALL, TX 75087",0,0,NEW COMMERCIAL CONSTRUCTION,RESTAURANT WITH DRIVE-IN SERVICE,32.793717,-96.684241,5580,S Buckner Blvd,,,Dallas,TX,Dallas County,75228,US
Building (BU) Commercial  New Construction,1704061141,5/24/2017,10814 ALDER CIR,75042,28-F,"NOVATEX CONTRACTING (972) 552-3553 10584 CR 2932, TERRELL , TX 75160",0,0,NEW CONSTRUCTION WAREHOUSE,OFFICE SHOWROOM/WAREHOUSE,32.898242,-96.692114,10830,Alder Cir,,,Garland,TX,Dallas County,75042,US
Building (BU) Commercial  New Construction,1706011096,6/2/2017,3440 DUNCANVILLE RD,75236,"52-Y,62-C","CHA  TECH  SERVICES LLC (678) 954-5000 3 WINNERS CIRCLE, ABANY, NY 30024",0,0,SHELL STEEL ONLY,SHELL BUILDING,32.700085,-96.908585,3440,Duncanville Rd,,,Dallas,TX,Dallas County,75236,US
Building (BU) Commercial  New Construction,1611281021,6/2/2017,903 SLOCUM ST,75207,45-J,"W B GENERAL CONTRACTOR (972) 991-4643 14229 PROTON RD, DALLAS, TX 75244",0,0,STORAGE W/ COVERED PARKING,WAREHOUSE,32.785709,-96.814074,903,Slocum St,,,Dallas,TX,Dallas County,75207,US
Building (BU) Commercial  New Construction,1612291105,6/6/2017,221 N MARSALIS AVE,75203,55-A,"CAPSTONE CLASSIC CONSTRUCTION (817) 421-7778 2810 MARKET LOOP STE: 100, SOUTHLAKE, TX 76092",0,0,SITE WORK,"CHURCH, SYNAGOGUE, TEMPLE, MOSQUE",32.750424,-96.816168,221,N Marsalis Ave,,,Dallas,TX,Dallas County,75203,US
Building (BU) Commercial  New Construction,1706061019,6/6/2017,2175 RESEARCH ROW,75235,33-G,"MCCARTHY BUILDING COMPANIES (972) 991-5500 12001 N CENTRAL EXPWY #400, DALLAS, TX 75243",0,0,NEW CONSTRUCTION OFFICE BLDG & FLIGHT SIMULATOR BLDG.,OFFICE BUILDING,32.842188,-96.865033,2175,Research Row,,,Dallas,TX,Dallas County,75235,US
Building (BU) Commercial  New Construction,1608171049,6/8/2017,2300 SHORECREST DR,75235,33-G,"RALSTON OUTDOOR ADVERTISING (972) 241-4040 PO BOX 29188, DALLAS, TX 75229",0,0,NEW CONSTRUCTION,WAREHOUSE,32.842935,-96.86918,2300,Shorecrest Dr,,,Dallas,TX,Dallas County,75235,US
Building (BU) Commercial  New Construction,1705171083,6/8/2017,2550 PACIFIC AVE,75226,"45-L,45-M","BALFOUR BEATTY CONSTRUCTION LLC (214) 451-1864 3100 MCKINNON , 7th FLOOR, DALLAS, TX 75201",0,0,LEVEL ONE FOUNDATION & UNDERGROUND DETENTION STRUCTURE ONLY- NO VERTICLE CONSTRUCTION ALLOWED,OFFICE BUILDING,32.784573,-96.788212,2550,Pacific Ave,,,Dallas,TX,Dallas County,75226,US
Building (BU) Commercial  New Construction,1703071023,6/20/2017,1445 TURTLE CREEK BLVD,75207,44-H,"ANDRES CONSTRUCTION SERVICES (214) 521-2118 3710 RAWLINS DR, SUITE 1510, DALLAS, TX 75219",0,0,NEW CONSTRUCTION,HOTEL,32.796428,-96.822393,1445,Turtle Creek Blvd,,,Dallas,TX,Dallas County,75207,US
Building (BU) Commercial  New Construction,1701111134,6/21/2017,1632 MARKET CENTER BLVD,75207,44-H,"GREEN TAG CONSTRUCTION (972) 540-6331 3121 McKinney St, Melissa, TX 75454",0,0,,RESTAURANT WITHOUT DRIVE-IN SERVICE,32.793183,-96.821641,1632,Market Center Blvd,,,Dallas,TX,Dallas County,75207,US
Building (BU) Commercial  New Construction,1706211016,6/21/2017,3333 DAN MORTON DR,75236,"52-W,62-A","WHITING-TURNER CONTRACTING CO (469) 429-0800 2301 W PLANO #104, PLANO, TX 75075",0,0,NEW CONSTRUCTION,WATER TREATMENT PLANT,32.703895,-96.920078,3333,Dan Morton Dr,,,Dallas,TX,Dallas County,75236,US
Building (BU) Commercial  New Construction,1611011110,6/22/2017,6181 BONNIE VIEW RD,,,"VENTURE ENGINEERS & BUILDERS LLC (214) 682-1426 3030 L B J FWY #1150, DALLAS, TX 75234",0,0,NEW CONSTRUCTION SHELL BLDG,SHELL BUILDING,32.342906,-99.884814,,,,,View,TX,Taylor County,79564,US
Building (BU) Commercial  New Construction,1607261098,6/23/2017,5001 S BUCKNER BLVD,75227,48-L,"FOX FUELS CONSTRUCTION (214) 912-9398 10110 HARRY HINES BLVD, DALLAS, TX 75220",0,0,"NEW CONSTRUCTION NEW CONSTRUCTION C-STORE W/GAS, TAQUERIA , LAUND",GEN MERCHANDISE OR FOOD STORE > 3500 SQ. FT.,32.785228,-96.685249,5001,S Buckner Blvd,,,Dallas,TX,Dallas County,75227,US
Building (BU) Commercial  New Construction,1703231080,6/28/2017,7777 FOREST LN Ste:BU D1,75251,"16-W,16-X","SPAW-GLASS CONSTRUCTRUCTION (817) 288-0890 1000 W MAGNOLIA AVE, FORT WORTH, TX 76104",0,0,SITE WORK FOR NEW PARKING GARAGE,COMMERCIAL PARKING LOT OR GARAGE,32.911775,-96.773229,7777,Forest Ln,Ste,BU,Dallas,TX,Dallas County,75230,US
Building (BU) Commercial  New Construction,1706021101,6/30/2017,3000 MOUNTAIN CREEK PKWY,75211,"51B-T,51B-U,51B-X,51B-Y","DALLAS BAPTIST UNIVERSITY (214) 333-5122 3000 MOUNTAIN CREEK PARKWAY, DALLAS, TX 75211",0,0,NEW CONSTRUCTION,"COLLEGE, UNIVERSITY, OR SEMINARY",32.710387,-96.94655,3000,Mountain Creek Pkwy,,,Dallas,TX,Dallas County,75211,US
Building (BU) Commercial  New Construction,1702171058,7/10/2017,3440 DUNCANVILLE RD,75236,"52-Y,62-C","CHA  TECH  SERVICES LLC (678) 954-5000 3 WINNERS CIRCLE, ABANY, NY 30024",0,0,NEW WAREHOUSE,WAREHOUSE,32.700085,-96.908585,3440,Duncanville Rd,,,Dallas,TX,Dallas County,75236,US
Building (BU) Commercial  New Construction,1702151050,7/13/2017,1290 S LAMAR ST,75215,45-U,"SCHAFFER CONSTRUCTION, LLC (972) 824-5583 P.O. Box 2431, Frisco, TX 75034",0,0,NEW CONSTRUCTION ,GEN MERCHANDISE OR FOOD STORE < 3500 SQ. FT.,32.768697,-96.796823,1290,S Lamar St,,,Dallas,TX,Dallas County,75215,US
Building (BU) Commercial  New Construction,1701111104,7/14/2017,9707 WEBB CHAPEL RD,75220,23-U,"THE DIMENSION GROUP (214) 343-9400 10755 SANDHILL ROAD, DALLAS, TX 75238",0,0,NEW COMMERCIAL CONSTRUCTION,GEN MERCHANDISE OR FOOD STORE < 3500 SQ. FT.,32.86589,-96.864365,9707,Webb Chapel Rd,,,Dallas,TX,Dallas County,75220,US
Building (BU) Commercial  New Construction,1702221146,7/14/2017,7345 GASTON AVE,75214,37-X,"PARKWAY C&A LP (469) 322-3763 1000 CIVIC CIRCLE, LEWISVILLE, TX 75067",0,0,NEW RESTAURANT WITH DRIVE THRU,RESTAURANT WITH DRIVE-IN SERVICE,32.811735,-96.729408,7345,Gaston Ave,,,Dallas,TX,Dallas County,75214,US
Building (BU) Commercial  New Construction,1702071009,7/14/2017,2525 KNIGHT ST,75219,34-Z,"LEE LEWIS CONSTRUCTION, INC (972) 818-0700 17177 PRESTON RD STE: 160, DALLAS, TX 75248",0,0,NEW CONSTRUCTION,OFFICE BUILDING,32.808322,-96.817461,2525,Knight St,,,Dallas,TX,Dallas County,75219,US
Building (BU) Commercial  New Construction,1704181046,7/18/2017,9777 GREENVILLE AVE,75243,16-Z, () - ,0,0,NEW CONSTRUCTION OF RESTAURANT,RESTAURANT WITHOUT DRIVE-IN SERVICE,32.908512,-96.747649,9777,Greenville Ave,,,Dallas,TX,Dallas County,75243,US
Building (BU) Commercial  New Construction,1610241194,7/26/2017,1717 LEONARD ST,75201,"45-G,45-L","AUSTIN COMMERCIAL LP (214) 443-5700 3535 TRAVIS ST , DALLAS , TX 75203",0,0,GRADING,SHELL BUILDING,32.789716,-96.796869,1717,Leonard St,,,Dallas,TX,Dallas County,75201,US
Building (BU) Commercial  New Construction,1707271169,7/28/2017,3121 OLYMPUS BLVD,,,"NEDDERMAN & ASSOCIATES INC (214) 351-0882 2404 EMPIRE CENTRAL, DALLAS, TX 75235",0,0,FOUNDATION ONLY,SHELL BUILDING,31.434703,-99.281824,,,,,,TX,,,US
Building (BU) Commercial  New Construction,1706211084,7/28/2017,3837 SIMPSON STUART RD,75241,"66-L,66-M,66-Q,66-R","MY MODULAR LLC (214) 597-7130 3527 stodghill road, rockwall, TX 75087",0,0,NEW CONSTRUCTION,PUBLIC OR PRIVATE SCHOOL,32.680114,-96.754603,3837,Simpson Stuart Rd,,,Dallas,TX,Dallas County,75241,US
Building (BU) Commercial  New Construction,1707281028,7/28/2017,3111 OLYMPUS BLVD,,,"NEDDERMAN & ASSOCIATES INC (214) 351-0882 2404 EMPIRE CENTRAL, DALLAS, TX 75235",0,0,FOUNDATION ONLY,SHELL BUILDING,31.434703,-99.281824,,,,,,TX,,,US
Building (BU) Commercial  New Construction,1704131089,8/2/2017,5940 FOREST LN,75230,15-W,"TURNER CONSTRUCTION CO. (214) 721-8400 10100 N CENTRAL EXPRESSWAY, STE 600, DALLAS, TX 75231",0,0,NEW CONSTRUCTION,FINANCIAL INSTITUTION WITH DRIVE-IN WINDOW,32.909096,-96.806149,5940,Forest Ln,,,Dallas,TX,Dallas County,75230,US
Building (BU) Commercial  New Construction,1703171026,8/4/2017,3670 W WHEATLAND RD,75115,73-B,"HIGHLAND BUILDERS (972) 501-0330 2342  FABENS RD, SUITE 100, DALLAS, TX 75229",0,0,SITE WORK,MEDICAL CLINIC OR AMBULATORY SURGICAL CENTER,32.647164,-96.878997,3650,W Wheatland Rd,,,Desoto,TX,Dallas County,75115,US
Building (BU) Commercial  New Construction,1610241195,8/7/2017,1717 LEONARD ST,75201,"45-G,45-L","AUSTIN COMMERCIAL LP (214) 443-5700 3535 TRAVIS ST , DALLAS , TX 75203",0,0,FOUNDATION ,SHELL BUILDING,32.789716,-96.796869,1717,Leonard St,,,Dallas,TX,Dallas County,75201,US
Building (BU) Commercial  New Construction,1706141097,8/10/2017,17808 DALLAS PKWY,,,"VERDE VALLEY CONSTRUCTION (972) 663-3713 2600 DALLAS PKWY SUITE 290, FRISCO, TX 75034",0,0,NEW CONSTRUCTION,FINANCIAL INSTITUTION WITH DRIVE-IN WINDOW,32.781179,-96.790329,,,,,Dallas,TX,Dallas County,75201,US
Building (BU) Commercial  New Construction,1702271238,8/10/2017,3121 OLYMPUS BLVD,,, () - ,0,0,SHELL BUILDING,SHELL BUILDING,31.434703,-99.281824,,,,,,TX,,,US
Building (BU) Commercial  New Construction,1610241192,8/10/2017,1717 LEONARD ST,75201,"45-G,45-L","AUSTIN COMMERCIAL LP (214) 443-5700 3535 TRAVIS ST , DALLAS , TX 75203",0,0,,SHELL BUILDING,32.789716,-96.796869,1717,Leonard St,,,Dallas,TX,Dallas County,75201,US
Building (BU) Commercial  New Construction,1612201044,8/16/2017,2242 FORT WORTH AVE,75211,43-Z,"RIDGEMONT CONSTRUCTION (214) 492-8900 1520 W WALNUT HILL LN, IRVING, TX 75038",0,0,NEW CONSTRUCTION OF 2 RETAIL SHELL BUILDINGS,SHELL BUILDING,32.760397,-96.858815,2242,Ft Worth Ave,,,Dallas,TX,Dallas County,75211,US
Building (BU) Commercial  New Construction,1708161070,8/18/2017,8605 E R L THORNTON FWY,75228,48-F,"NEWCRESTIMAGE CONSTRUCTION, LLC (214) 774-4650 1135 KINWEST PKWY, IRVING, TX 75034",0,0,GRADING ONLY,HOTEL,32.796001,-96.696056,8605,E R L Thornton Fwy,,,Dallas,TX,Dallas County,75228,US
Building (BU) Commercial  New Construction,1707241127,8/23/2017,10900 PETAL ST,75238,"28-J,28-K","BALDWIN ASSOCIATES (214) 824-7949 3904 ELM STE B, DALLAS, TX 75226",0,0,NEW CONSTRUCTION,"NURSERY, GARDEN SHOP, OR PLANT SALES",32.885365,-96.695289,10900,Petal St,,,Dallas,TX,Dallas County,75238,US
Building (BU) Commercial  New Construction,1708241058,8/25/2017,10101 BONNIE VIEW RD,75241,"76-L,76-Q","MYCON GENERAL CONTRACTOR (972) 529-2444 17311 DALLAS PKWY , STE 300, DALLAS, TX 75424",0,0,GRADING ONLY,SHELL BUILDING,32.628224,-96.755537,10101,Bonnie View Rd,,,Dallas,TX,Dallas County,75241,US
Building (BU) Commercial  New Construction,1704241040,8/28/2017,108 W DAVIS ST,75208,54-D,"GLR INC. (937) 890-0510 3795 WYSE RD, DAYTON, OH 45414",0,0,NEW CONSTRUCTION,GEN MERCHANDISE OR FOOD STORE > 3500 SQ. FT.,32.749163,-96.823473,108,W Davis St,,,Dallas,TX,Dallas County,75208,US
Building (BU) Commercial  New Construction,1705021129,8/29/2017,4700 CLEVELAND RD,75241,"76-H,76-M,77-E,77-J","ARCH-CON CORPORATION (214) 420-7900 8235 DOUGLAS AVE, STE 1000, DALLAS, TX 75225",0,0,NEW CONSTRUCTION,SHELL BUILDING,32.640736,-96.746029,4700,Cleveland Rd,,,Dallas,TX,Dallas County,75241,US
Building (BU) Commercial  New Construction,1612021003,8/31/2017,2550 PACIFIC AVE,75226,"45-L,45-M","BALFOUR BEATTY CONSTRUCTION LLC (214) 451-1864 3100 MCKINNON , 7th FLOOR, DALLAS, TX 75201",0,0,NEW CONSTRUCTION OF COMMERCIAL OFFICE AND PARKING STRUCTURE,OFFICE BUILDING,32.784573,-96.788212,2550,Pacific Ave,,,Dallas,TX,Dallas County,75226,US
Building (BU) Commercial  New Construction,1703071022,8/31/2017,1445 TURTLE CREEK BLVD,75207,44-H,"ANDRES CONSTRUCTION SERVICES (214) 521-2118 3710 RAWLINS DR, SUITE 1510, DALLAS, TX 75219",0,0,NEW CONSTRUCTION,HOTEL,32.796428,-96.822393,1445,Turtle Creek Blvd,,,Dallas,TX,Dallas County,75207,US
Building (BU) Commercial  New Construction,1705101021,9/1/2017,6343 LAKE JUNE RD,75217,57-M,"ROYAL BENGAL CONSTRUCTION INC. (214) 682-5973 2019 KENNETH HOPPER DR, MESQUITE, TX 75149",0,0,NEW CONSTRUCTION,GEN MERCHANDISE OR FOOD STORE < 3500 SQ. FT.,32.734821,-96.711031,6343,Lake June Rd,,,Dallas,TX,Dallas County,75217,US
Building (BU) Commercial  New Construction,1611231106,9/7/2017,2013 JACKSON ST,75201,"45-L,45-Q","TRIARC CONSTRUCTION, LLC (512) 657-7796 3001 BOOKHOUT ST, DALLAS, TX 75201",0,0,CONSTRUCTION OF NEW UNDERGROIND PARKING GARAGE,COMMERCIAL PARKING LOT OR GARAGE,32.780444,-96.793672,2013,Jackson St,,,Dallas,TX,Dallas County,75201,US
Building (BU) Commercial  New Construction,1708011130,9/7/2017,6010 WHISPERING CEDAR DR Ste:BU43,75236,"61B-H,61B-M,62-E,62-J","SPRING VALLEY CONSTRUCTION CO. (214) 340-9800 10950 Alder Circle, Dallas, TX 75238",0,0,NEW CONSTRUCTION,"PRIVATE RECREATION CENTER, CLUB OR AREA",32.68801,-96.927577,6010,Whispering Cedar Dr,Ste,BU43,Dallas,TX,Dallas County,75236,US
Building (BU) Commercial  New Construction,1705091135,9/12/2017,1332 GUARD DR,75217,57-M,"ROYAL BENGAL CONSTRUCTION INC. (214) 682-5973 2019 KENNETH HOPPER DR, MESQUITE, TX 75149",0,0,NEW CONSTRUCTION,MINI-WAREHOUSE,32.738249,-96.711672,1332,Guard Dr,,,Dallas,TX,Dallas County,75217,US
Building (BU) Commercial  New Construction,1709121026,9/12/2017,4820 W ILLINOIS AVE,75211,52-U,"HORIZON GENERAL CONTRACTOR (817) 244-7730 7315 W ELIZABETH LA, FT WORTH, TX 76116",0,0,,RESTAURANT WITHOUT DRIVE-IN SERVICE,32.719998,-96.905884,4820,W Illinois Ave,,,Dallas,TX,Dallas County,75211,US
Building (BU) Commercial  New Construction,1506191002,9/12/2017,250 N BISHOP AVE,75208,54-C,"REX CONSTRUCTION, LLC (214) 969-1091 101 N ZANG BLVD, STE 200, DALLAS, TX 75208",0,0,SITE WORK FOR NEW SHELL BUILIDINGS,SHELL BUILDING,32.747001,-96.82812,250,N Bishop Ave,,,Dallas,TX,Dallas County,75208,US
Building (BU) Commercial  New Construction,1703101099,9/21/2017,10101 BONNIE VIEW RD,75241,"76-L,76-Q","MYCON GENERAL CONTRACTOR (972) 529-2444 17311 DALLAS PKWY , STE 300, DALLAS, TX 75424",0,0,SHELL BUILDING,SHELL BUILDING,32.628224,-96.755537,10101,Bonnie View Rd,,,Dallas,TX,Dallas County,75241,US
Building (BU) Commercial  New Construction,1709191024,9/21/2017,1034 S BUCKNER BLVD,75217,58-L,"MTY REMODELING & CONSTRUCTION (972) 876-9720 526 DAWSON, DUNCANVILLE, TX 75116",0,0,GRADING ONLY,RESTAURANT WITHOUT DRIVE-IN SERVICE,32.730045,-96.682222,1034,S Buckner Blvd,,,Dallas,TX,Dallas County,75217,US
Building (BU) Commercial  New Construction,1703311098,9/22/2017,8605 E R L THORNTON FWY,75228,48-F,"NEWCRESTIMAGE CONSTRUCTION, LLC (214) 774-4650 1135 KINWEST PKWY, IRVING, TX 75034",0,0,NEW CONSTRUCTION,HOTEL,32.796001,-96.696056,8605,E R L Thornton Fwy,,,Dallas,TX,Dallas County,75228,US
Building (BU) Commercial  New Construction,1703221042,9/26/2017,3333 DAN MORTON DR,75236,"52-W,62-A","WHITING-TURNER CONTRACTING CO (469) 429-0800 2301 W PLANO #104, PLANO, TX 75075",0,0,NEW CONSTRUCTION,WATER TREATMENT PLANT,32.703895,-96.920078,3333,Dan Morton Dr,,,Dallas,TX,Dallas County,75236,US
Building (BU) Commercial  New Construction,1705221045,10/6/2017,1326 N MASTERS DR,75217,59-L,"THE CHARLES MORGAN GROUP LP (972) 772-9089 1551 I 30 EAST , STE: 100, ROCKWALL, TX 75087",0,0,NEW COMMERCIAL CONSTRUCTION,RESTAURANT WITH DRIVE-IN SERVICE,32.735007,-96.647851,1326,N Masters Dr,,,Dallas,TX,Dallas County,75217,US
Building (BU) Commercial  New Construction,1706081110,10/6/2017,2618 S LANCASTER RD,75216,55-T,"MAX ALLEY (903) 701-3232 3930 GALLERIA OAKS, TEXARKANA, TX 75504",0,0,NEW CONSTRUCTION,GEN MERCHANDISE OR FOOD STORE < 3500 SQ. FT.,32.716609,-96.803989,2618,S Lancaster Rd,,,Dallas,TX,Dallas County,75216,US
Building (BU) Commercial  New Construction,1710091089,10/10/2017,300 N HOUSTON ST,75219,45-J,"AUSTIN COMMERCIAL LP (214) 443-5700 3535 TRAVIS ST , DALLAS , TX 75203",0,0,NEW CONSTRUCTION,MUSEUM,32.781077,-96.809475,300,N Houston St,,,Dallas,TX,Dallas County,75202,US
Building (BU) Commercial  New Construction,1610261148,10/10/2017,1034 S BUCKNER BLVD,75217,58-L,"MTY REMODELING & CONSTRUCTION (972) 876-9720 526 DAWSON, DUNCANVILLE, TX 75116",0,0,JNEW CONSTRUCTION OF RESTAURANT,RESTAURANT WITHOUT DRIVE-IN SERVICE,32.730045,-96.682222,1034,S Buckner Blvd,,,Dallas,TX,Dallas County,75217,US
Building (BU) Commercial  New Construction,1704061136,10/10/2017,2570 LONE STAR DR,75212,43-U,"W B Kibler Construction Co. Ltd. (214) 358-4601 9722 ABERNATHY, DALLAS, TX 75220",0,0,NEW CONSTRUCTION,INDUSTRIAL (INSIDE),32.768321,-96.865244,2570,Lone Star Dr,,,Dallas,TX,Dallas County,75212,US
Building (BU) Commercial  New Construction,1707031045,10/11/2017,4710 S BUCKNER BLVD,75227,48-Q,"TURNKEY CONSTRUCTION (214) 503-6555 10755 SANDHILL RD, DALLAS, TX 75238",0,0,NEW CONSTRUCTION,GEN MERCHANDISE OR FOOD STORE < 3500 SQ. FT.,32.778401,-96.682294,4710,S Buckner Blvd,,,Dallas,TX,Dallas County,75227,US
Building (BU) Commercial  New Construction,1702171078,10/11/2017,4415 W LOVERS LN,75209,34-C, () - ,0,0,NEW CONSTRUCTION OF OFFICE BUILDING,OFFICE BUILDING,32.851521,-96.834264,4415,W Lovers Ln,,,Dallas,TX,Dallas County,75209,US
Building (BU) Commercial  New Construction,1703221104,10/13/2017,6907 BEXAR ST,75215,56-L,"WESTBROOK RENOVATIONS, LLC (214) 457-7790 18383 PRESTON RD STE 300, DALLAS, TX 75252",0,0,NEW CONSTRUCTION,"PRIVATE RECREATION CENTER, CLUB OR AREA",32.734608,-96.754126,6907,Bexar St,,,Dallas,TX,Dallas County,75215,US
Building (BU) Commercial  New Construction,1710161013,10/16/2017,10890 ROCKWALL RD,75238,"27-H,28-A,28-E","CONCRETE WALLS , INC (972) 880-1781 809 LAVON DRIVE, GARALAND, TX 75040",0,0,grading only,WAREHOUSE,32.899085,-96.70753,10890,Rockwall Rd,,,Dallas,TX,Dallas County,75238,US
Building (BU) Commercial  New Construction,1708071062,10/16/2017,308 N BISHOP AVE,75208,54-C,"REX CONSTRUCTION, LLC (214) 969-1091 101 N ZANG BLVD, STE 200, DALLAS, TX 75208",0,0,SHELL BLDG,SHELL BUILDING,32.747429,-96.827965,308,N Bishop Ave,,,Dallas,TX,Dallas County,75208,US
Building (BU) Commercial  New Construction,1710181083,10/19/2017,300 N HOUSTON ST,75219,45-J,"AUSTIN COMMERCIAL LP (214) 443-5700 3535 TRAVIS ST , DALLAS , TX 75203",0,0,FOUNDATION ONLY,MUSEUM,32.781077,-96.809475,300,N Houston St,,,Dallas,TX,Dallas County,75202,US
Building (BU) Commercial  New Construction,1708311093,10/23/2017,4910 S MERRIFIELD RD,75211,"61A-R,61B-N","FCL BUILDERS (469) 446-5635 7929 BROOKRIVER DR, SUITE# 630, DALLAS, TX 75247",0,0,"2 NEW INDUSTRIAL WAREHOUSES INCLUDING ALL UTILITIES, SHELL ONLY",SHELL BUILDING,32.67349,-96.967644,4910,S Merrifield Rd,,,Dallas,TX,Dallas County,75236,US
Building (BU) Commercial  New Construction,1710051111,10/23/2017,4910 S MERRIFIELD RD,75211,"61A-R,61B-N","FCL BUILDERS (469) 446-5635 7929 BROOKRIVER DR, SUITE# 630, DALLAS, TX 75247",0,0,grading only,SHELL BUILDING,32.67349,-96.967644,4910,S Merrifield Rd,,,Dallas,TX,Dallas County,75236,US
Building (BU) Commercial  New Construction,1703071162,11/6/2017,4701 CLEVELAND RD,75241,76-H,"PIAZZA CONSTRUCTION (903) 463-2384 2811 WOOD LAWN, DENISON, TX 75020",0,0,NEW CONSTRUCTION OF GARAGE,AUTO SERVICE CENTER,32.642597,-96.744258,4701,Cleveland Rd,,,Dallas,TX,Dallas County,75241,US
Building (BU) Commercial  New Construction,1705081091,11/7/2017,10890 ROCKWALL RD,75238,"27-H,28-A,28-E","MASTERPLAN CONSULTANTS (214) 684-2775 900 JACKSON ST, STE: #640, DALLAS, TX 75202",0,0,NEW CONSTRUCTION,WAREHOUSE,32.899085,-96.70753,10890,Rockwall Rd,,,Dallas,TX,Dallas County,75238,US
Building (BU) Commercial  New Construction,1708031140,11/10/2017,11400 N CENTRAL EXPY,75243,26-B,"RIDGEMONT CONSTRUCTION (214) 492-8900 1520 W WALNUT HILL LN, IRVING, TX 75038",0,0,NEW CONSTRUCTION,"VEHICLE DISPLAY,SALES AND SERVICE",32.902492,-96.767506,11400,N Central Expy,,,Dallas,TX,Dallas County,75243,US
Building (BU) Commercial  New Construction,1706261099,11/16/2017,2691 JOHN WEST RD,75228,39-W,"SCHAFFER CONSTRUCTION, LLC (972) 824-5583 P.O. Box 2431, Frisco, TX 75034",0,0,NEW CONSTRUCTION,GEN MERCHANDISE OR FOOD STORE < 3500 SQ. FT.,32.807503,-96.668655,2691,John West Rd,,,Dallas,TX,Dallas County,75228,US
Building (BU) Commercial  New Construction,1711291059,11/29/2017,3620 W CAMP WISDOM RD,75237,63-T,"TM SOURCE BUILDING GROUP, INC (817) 451-4958 5601 BRIDGE ST, STE 230, FORT WORTH, TX 76112",0,0,SHELL,SHELL BUILDING,32.661803,-96.878726,3620,W Camp Wisdom Rd,,,Dallas,TX,Dallas County,75237,US
Building (BU) Commercial  New Construction,1703031021,12/1/2017,2427 W MOCKINGBIRD LN,75235,34-N,"M L GRAY PARTNERSHIP (214) 628-9425 1811 GREENVILLE AVE. #150, DALLAS, TX 75206",0,0,SHELL BUILDING,SHELL BUILDING,32.827337,-96.846033,2427,W Mockingbird Ln,,,Dallas,TX,Dallas County,75235,US
Building (BU) Commercial  New Construction,1703031030,12/1/2017,2455 W MOCKINGBIRD LN,75235,34-N,"M L GRAY PARTNERSHIP (214) 628-9425 1811 GREENVILLE AVE. #150, DALLAS, TX 75206",0,0,SHELL BUILDING,SHELL BUILDING,32.827667,-96.845573,2455,W Mockingbird Ln,,,Dallas,TX,Dallas County,75235,US
Building (BU) Commercial  New Construction,1710301022,12/1/2017,17180 PRESTON RD,75248,"5-K,5-P","CPD COMMERICAL CONSTRUCTION LLC (817) 752-2015 104 ADALIDA LN, spring town, TX 76082",0,0,NEW CONSTRUCTION,ANIMAL SHELTER OR CLINIC,32.984744,-96.804384,17180,Preston Rd,,,Dallas,TX,Dallas County,75248,US
Building (BU) Commercial  New Construction,1703071006,12/1/2017,2339 W MOCKINGBIRD LN,75235,34-N,"M L GRAY PARTNERSHIP (214) 628-9425 1811 GREENVILLE AVE. #150, DALLAS, TX 75206",0,0,NEW CONSTRUCTION OF SHELL BUILDING,SHELL BUILDING,32.826977,-96.846441,2339,W Mockingbird Ln,,,Dallas,TX,Dallas County,75235,US
Building (BU) Commercial  New Construction,1703031012,12/1/2017,2337 W MOCKINGBIRD LN,75235,34-N,"M L GRAY PARTNERSHIP (214) 628-9425 1811 GREENVILLE AVE. #150, DALLAS, TX 75206",0,0,NEW CONSTRUCTION OF SHELL BLDG,SHELL BUILDING,32.82643,-96.846952,2337,W Mockingbird Ln,,,Dallas,TX,Dallas County,75235,US
Building (BU) Commercial  New Construction,1709121104,12/12/2017,7190 SKILLMAN ST,75231,"27-N,27-P","SPRING VALLEY CONSTRUCTION CO. (214) 340-9800 10950 Alder Circle, Dallas, TX 75238",0,0,NEW CONSTRUCTION: CREATING 2 SHELL SPACES,SHELL BUILDING,32.87663,-96.734024,7190,Skillman St,,,Dallas,TX,Dallas County,75231,US
