permitnumber,worktype,permittypedescr,description,comments,applicant,declared_valuation,total_fees,issued_date,expiration_date,status,owner,occupancytype,sq_feet,property_id,parcel_id,Latitude,Longitude,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country
COO845124,ERECT,Certificate of Occupancy,Erect,Two (2) Family Dwelling ERT663077 issued: 10/2617,Andy Nguyen,215000,505,7/9/2019 11:25, ,Closed,HOME RECONSTRUCTION LLC,1-2FAM,2840,421172,1500099000,42.302506,-71.058465,21,Duncan St,,,Dorchester,MA,Suffolk County,2122,US
ERT663077,ERECT,Erect/New Construction,Erect,Erect new 2 family dwelling as plan,Andy Nguyen,215000,2260,10/26/2017 13:47,4/26/2018 0:00,Open,HOME RECONSTRUCTION LLC,1-2FAM,2840,421172,1500099000,42.302506,-71.058465,21,Duncan St,,,Dorchester,MA,Suffolk County,2122,US
ERT933734,ERECT,Erect/New Construction,Erect,Correct violation V436562. Erect a new detached 2-car Garage as per;plan.,Andy Nguyen,9750,177,5/1/2019 7:46,11/1/2019 0:00,Open,HOME RECONSTRUCTION LLC,Other,0,421171,1500099000,42.302506,-71.058465,21,Duncan St,,,Dorchester,MA,Suffolk County,2122,US
ERT904709,ERECT,Erect/New Construction,Erect,Erect as plan 3 family house. FP and FA*Licensed contact: ;Eileen BRITO-ROSA;CS111704 617-953-4356,Andy Tuan  Nguyen,250000,2809,10/30/2019 10:04,4/30/2020 0:00,Open,FIRST ELLINGTON LLC,1-3FAM,980,52854,1402506000,42.301837,-71.083783,35,Ellington St,,,Dorchester,MA,Suffolk County,2121,US
COO678624,NEWCON,Certificate of Occupancy,New construction,Single family home with garage underErt 371459 issued 9/22/15,angelo musto,200000,285,3/6/2017 8:52, ,Closed,ROMER TOBY N,1-2FAM,2000, ,2001536000,42.283662,-71.145204,140,Beech St,,,Roslindale,MA,Suffolk County,2131,US
ERT485088,ERECT,Erect/New Construction,Erect,erect 2 family dwelling as per plan,Angelo Scippa,350000,3574,6/20/2018 12:32,12/20/2018 0:00,Open,NUNEZ WILFREDO,1-2FAM,0,146651,1300916000,42.313584,-71.073978,48,Wayland St,,,Dorchester,MA,Suffolk County,2125,US
COO905807,ERECT,Certificate of Occupancy,Erect,Single Family Dwelling ERT701262 issued: 4/5/18 &; SF755103 issued: 9/8/17;;,Angelo Sellitto,325000,35,12/18/2018 8:44, ,Closed,DOWNING FLORENCE M,VacLd,32.64,421519,1805758000,42.274032,-71.124599,20,Littledale St,,,Roslindale,MA,Suffolk County,2131,US
ERT701262,ERECT,Erect/New Construction,Erect,"Combine two Subdivided; lots established on ERT579230/ALT579234 known as Lot 4 (1600sf )+ Lot 3 (10071sf)  into one new lot;""lot 3"";to contain 11 515 s.q.f.t. (per survey) and erect a new;single family dwelling for 20 Littledale Street; as per attached plans.;",Angelo Sellitto,325000,3342,4/5/2018 10:51,10/5/2018 0:00,Open,DOWNING FLORENCE M,VacLd,32.64,421519,1805758000,42.274032,-71.124599,20,Littledale St,,,Roslindale,MA,Suffolk County,2131,US
COO782597,ERECT,Certificate of Occupancy,Erect,Single Family DwellingERT579230 issued 12/29/2016,angelo sellitto,315000,35,12/12/2017 8:56, ,Closed,DOWNING FLORENCE M,VacLd,2250,94870,1805758000,42.274196,-71.12424,325,Metropolitan Ave,,,Roslindale,MA,Suffolk County,2131,US
COO934712,ERECT,Certificate of Occupancy,Erect,Single Family DwellingERT772387 issued 2/7/18;,Angelo Sellitto,306250,35,4/1/2019 9:03, ,Closed,SELLITTO  LLC,VacLd,2405,422846,2003438001,42.277493,-71.153995,37,Redgate Rd,,,West Roxbury,MA,Suffolk County,2132,US
ERT772387,ERECT,Erect/New Construction,Erect,COMBINE VACANT PARCEL # 2003438-001 (10 949SQ FT) WITH PARCEL # 2003438-000 (16 048SQ FT) INTO 1 LOT FOR A TOTAL OF 26 997 SQ FT... SUBDIVIDE THIS LOT INTO 3 NEW LOTS... THIS LOT A2 TO HAVE 6 080SQ FT. AND ERECT NEW CONSTRUCTION SINGLE FAMILY DWELLING AS PER ATTACHED PLANS.,Angelo Sellitto,306250,3171,2/7/2018 14:06,8/7/2018 0:00,Open,SELLITTO  LLC,VacLd,2405,422846,2003438001,42.277493,-71.153995,37,Redgate Rd,,,West Roxbury,MA,Suffolk County,2132,US
COO944688,ERECT,Certificate of Occupancy,Erect,SINGLE FAMILY DWELLING ERT772388 issued: 2/7/18,Angelo Sellitto,306250,35,5/1/2019 9:25, ,Closed,SELLITTO  LLC,VacLd,2417,422845,2003438001,42.277349,-71.154192,41,Redgate Rd,,,West Roxbury,MA,Suffolk County,2132,US
ERT772388,ERECT,Erect/New Construction,Erect,COMBINE VACANT PARCEL # 2003438-001 (10 949SQ FT) WITH PARCEL # 2003438-000 (16 048SQ FT)... INTO 1 LOT OF 26 997 SQ FT... SUBDIVIDE INTO 3 NEW LOTS  THIS LOT A1 TO HAVE 6 047SQ FT. AND ERECT NEW CONSTRUCTION SINGLE FAMILY DWELLING AS PER ATTACHED PLANS.,Angelo Sellitto,306250,3171,2/7/2018 14:05,8/7/2018 0:00,Closed,SELLITTO  LLC,VacLd,2417,422845,2003438001,42.277349,-71.154192,41,Redgate Rd,,,West Roxbury,MA,Suffolk County,2132,US
COO1013653,ERECT,Certificate of Occupancy,Erect,Two (2) Residential Units w/Parking GarageERT645728 issued 2/14/18,Anthony Bellante,633250,105,11/20/2019 9:08, ,Closed,1-5 LAMSON COURT CONDOMINIUM TRUST,1-2FAM,2698,420950,104991000,42.375273,-71.054461,1,1st Ave,,,Charlestown,MA,Suffolk County,2129,US
COO980175,ERECT,Certificate of Occupancy,Erect,Three (3);Family DwellingERT512598 - 4/5/18  A855764 - 7/19/19;;,ANTHONY BELLANTI,770000,1225,7/26/2019 14:35, ,Closed,46 GENEVA STREET CONDOMINIUM TRUST,1-3FAM,0,419162,104122000,42.36953,-71.032489,46,Geneva St,,,East Boston,MA,Suffolk County,2128,US
ERT512598,ERECT,Erect/New Construction,Erect,Erect a three-story  three-family residential building  which will include a roof deck  head house  and rear deck.,ANTHONY BELLANTI,700000,603,4/5/2018 10:39,10/5/2018 0:00,Open,46 GENEVA STREET CONDOMINIUM TRUST,1-3FAM,0,419162,104122000,42.36953,-71.032489,46,Geneva St,,,East Boston,MA,Suffolk County,2128,US
ERT859055,ERECT,Erect/New Construction,Erect,Erect new;Two-Family Dwelling. ZBA,Anthony Bellanti,385000,3975,8/29/2019 13:57, ,Open,79 JAMAICA STREET LLC,1-2FAM,2475,79319,1103462000,42.30518,-71.11751,79,Jamaica St,,,Jamaica Plain,MA,Suffolk County,2130,US
COO713498,ERECT,Certificate of Occupancy,Erect,Six Family DwellingCOO for Six Family DwellingERT318580 issued 3/29/2016,ANTHONY BELLANTI,1500000,225,6/12/2017 15:24, ,Closed,OAK HILL PARK RANDOLPH LLC MASS LLC,Mixed,0,144538,1100230000,42.322688,-71.090746,2747,Washington St,,,Roxbury,MA,Suffolk County,2119,US
COO980185,ERECT,Certificate of Occupancy,Erect,Three (3);Family Dwelling ERT808429 - 11/16/18,Anthony Bellanti,990000,35,7/30/2019 15:03, ,Closed,56 CEDAR STREET LLC,VacLd,0,26823,1100185000,42.32516,-71.091541,56,Cedar St,,,Roxbury,MA,Suffolk County,2119,US
ERT808429,ERECT,Erect/New Construction,Erect,Erect;Building for a Three Family dwelling on existing vacant lot - see plans filed,Anthony Bellanti,990000,10209,11/16/2018 15:46,5/16/2019 0:00,Open,56 CEDAR STREET LLC,VacLd,6270,26823,1100185000,42.32516,-71.091541,56,Cedar St,,,Roxbury,MA,Suffolk County,2119,US
ERT974770,ERECT,Erect/New Construction,Erect,Kenmore Square Commonwealth Building -; New Construction of an 8 story;Mixed-Use;Building.;On the Ground Floor will be 2 Retail / Commercial;Spaces.;;On Floors 2 thru 8 will be;Core / Shell Office Space.;; Under the Building will be a;2 Level;Parking Garage;for approximately 60 Vehicles.; On the top floor will be a Mechanical Penthouse.; FP and FA;,Anthony Coward,37768000,390227,10/22/2019 11:52,4/22/2020 0:00,Open,RREF II KENMORE LESSOR II LLC,Comm,160000,438133,503756000,42.34919,-71.09701,545,Commonwealth Ave,,,Boston,MA,Suffolk County,2215,US
COO1001334,ERECT,Certificate of Occupancy,Erect,Research &; DevelopmentCertificate;for the;Base Building Core/Shell;ERT599961 - 11/27/17;,ANTHONY COWARD,25000000,59455,9/17/2019 8:46, ,Closed,ECONOMIC DEVELOPMENT AND,VacLd,125000,341356,602674000,42.34581,-71.031809,6,Tide St,,,Boston,MA,Suffolk County,2210,US
COO943567,ERECT,Certificate of Occupancy,Erect,Research &; DevelopmentCertificate for Base Building Core/Shell floor;1-4 - OnlyERT599961 Issued 11/27/17*Temporary certificate for (60) days; 9/22/19 pending completion of permit*,ANTHONY COWARD,0,1100,7/22/2019 0:00, ,Closed,ECONOMIC DEVELOPMENT AND,VacLd,125000,341356,602674000,42.34581,-71.031809,6,Tide St,,,Boston,MA,Suffolk County,2210,US
ERT599961,ERECT,Erect/New Construction,Erect,New Construction of approximately 125 000 SF of a 4 story steel framed core shell research&;development building.,ANTHONY COWARD,25000000,253085,11/27/2017 9:33, ,Open,ECONOMIC DEVELOPMENT AND,VacLd,125000,341356,602674000,42.34581,-71.031809,6,Tide St,,,Boston,MA,Suffolk County,2210,US
COO767833,ERECT,Certificate of Occupancy,Erect,Two Residential UnitsERT456155 Issued October 13  2016,anthony delitizia,287500,35,11/20/2017 12:22, ,Closed,A C D DEVELOPMENT LLC,1-2FAM,0,355564,903634000,42.327803,-71.090721,36,Millmont St,,,Roxbury,MA,Suffolk County,2119,US
COO767824,ERECT,Certificate of Occupancy,Erect,(2) Family DwellingErt 456165 issued 10/13/16,anthony delitizia,287500,35,11/20/2017 11:38, ,Closed,A C D DEVELOPMENT LLC,1-2FAM,0,355566,903634000,42.327959,-71.090578,37,Lambert St,,,Roxbury,MA,Suffolk County,2119,US
COO767825,ERECT,Certificate of Occupancy,Erect,Two Residential UnitsERT456161 Issued October 13  2016;,anthony delitizia,287500,35,11/20/2017 12:15, ,Closed,A C D DEVELOPMENT LLC,1-2FAM,0,355565,903634000,42.327742,-71.09057,40,Millmont St,,,Roxbury,MA,Suffolk County,2119,US
COO767829,ERECT,Certificate of Occupancy,Erect,(2) Family DwellingErt 456167 issued 10/13/16,anthony delitizia,287500,35,11/20/2017 11:41, ,Closed,A C D DEVELOPMENT LLC,1-2FAM,0,355567,903634000,42.32789,-71.090442,41,Lambert St,,,Roxbury,MA,Suffolk County,2119,US
ERT835819,ERECT,Erect/New Construction,Erect,Erect a 4 story  Six ( 6 ) Unit Residential Dwelling with Parking Garage under Building.;;Lot Combined under ALT835818. FA/FP,Anthony DelVecchio,1402000,14326,7/9/2019 12:00,1/9/2020 0:00,Closed,TAYS REALTY LLC,VacLd,3700,424340,103399000,42.381867,-71.034573,115,Falcon St,,,East Boston,MA,Suffolk County,2128,US
COO805998,ERECT,Certificate of Occupancy,Erect,Two Family Dwelling;Ert 606353 issued 9/13/16,Anthony Diletizia,400000,35,3/20/2018 14:09, ,Closed,17-19 HAVERFORD STREET CONDOMINIUM TRUST,1-2FAM,2900,420602,1102046000,42.312257,-71.102584,19,Haverford St,,,Jamaica Plain,MA,Suffolk County,2130,US
COO853482,ERECT,Certificate of Occupancy,Erect,Single Family DwellingERT766108 - 1/9/18,Anthony Diletizia,275000,35,7/25/2018 9:47, ,Closed,MCCORMICK JERILYN M,VacLd,2600,140345,2003629004,42.29551,-71.13902,36,Vfw Pkwy,,,West Roxbury,MA,Suffolk County,2132,US
COO949403,ERECT,Certificate of Occupancy,Erect,Two (2) Family Dwelling ERT708732 issued 7/26/18,Anthony Diletizia,400000,35,5/14/2019 9:04, ,Closed,C A D BUILDERS LLC,VacLd,32000,355622,1100204000,42.325098,-71.095329,,,,,Roxbury,MA,Suffolk County,2119,US
ERT708732,ERECT,Erect/New Construction,Erect,"Combine parcel #11-00204-000 (8 305 s.q.f.t.) with the abutting parcel #11-00203-000 (17 164 s.q.f.t.) ... subdivide this combined lot of 25 469 s.q.f.t. into 2 new Lots.; This new ""Lot B"" to have 4 152 sq.ft. and erect a;new;Semi-attached Two ( 2 ) Family Dwelling as per attached plan.; Dwelling to be fully Sprinklered. (Please see ERT708734 - 20B-20C Hawthorne St).",Anthony Diletizia,400000,8641,7/26/2018 9:48,1/26/2019 0:00,Open,C A D BUILDERS LLC,VacLd,32000,355622,1100204000,42.325098,-71.095329,,,,,Roxbury,MA,Suffolk County,2119,US
COO949627,ERECT,Certificate of Occupancy,Erect,Two (2) Family DwellingERT708734 issued 7/26/18,Anthony Diletizia,400000,35,5/14/2019 9:06, ,Closed,C A D BUILDERS LLC,VacLd,3200,355623,1100204000,42.325098,-71.095329,,,,,Roxbury,MA,Suffolk County,2119,US
ERT708734,ERECT,Erect/New Construction,Erect,combine existing parcel # 11-00203-000 (17 164 s.q.f.t.) that has existing Town House dwellings... with vacant parcel # 11-00204-000 (8 305 s.q.f.t.). subdivide this combined lot of 25 469 s.q.f.t. into 2 new lots... this new Lot A;to have 21 317 sq.ft and erect a;new;Semi-attached Two ( 2 ) Family Dwelling (under article 50-44-13).; Dwelling to be fully Sprinklered;;as per attached plans.; This will be 1 of 2 Dwellings on the Same Lot. Please see ERT708732 - 20-20A Hawthorne St),Anthony Diletizia,400000,8641,7/26/2018 9:48,1/26/2019 0:00,Open,C A D BUILDERS LLC,VacLd,3200,355623,1100204000,42.325098,-71.095329,,,,,Roxbury,MA,Suffolk County,2119,US
COO908119,ERECT,Certificate of Occupancy,Erect,Single Family;DwellingErt 797154 issued 4/26/18,Anthony Diletizia,275000,35,12/20/2018 13:27, ,Closed,NARGASSANS TYSON ROBERT,1-2FAM,2630,423427,2002625000,42.274221,-71.146483,27,Partridge St,,,West Roxbury,MA,Suffolk County,2132,US
ERT923658,ERECT,Erect/New Construction,Erect,The Parcel H Office Building contains approximately 639 265 gsf of construction. The building is fifteen (15) stories of occupied floors  consisting of ten (10 levels) offices  five (5 levels) parking and one (1) story of mechanical penthouse.95 percent of this building is in Cambridge,Anthony Galluccio,155561395,1566943,5/31/2019 12:15,11/30/2019 0:00,Open,,Comm,0,437752, ,42.374688,-71.066807,145,Austin St,,,Charlestown,MA,Suffolk County,2129,US
FND932606,ERECT,Foundation Permit,Erect,Foundation only for The Parcel H Office Building containing 10 levels of;office space  5 levels or parking and a 1 story mechanical penthouse.; 95 percent of this building is in Cambridge.;,Anthony Galluccio,0,151,3/21/2019 17:05,9/21/2019 0:00,Open,,Comm,0,437752, ,42.374688,-71.066807,145,Austin St,,,Charlestown,MA,Suffolk County,2129,US
COO1021432,ERECT,Certificate of Occupancy,Erect,(5) Residential UnitsErt658839 issued 12/4/18  A 1015875 issued 11/8/19,Anthony Monahan,1378000,175,11/18/2019 9:42, ,Closed,55-57 BYRON ST LLC,1-2FAM,9189,24599,100712000,42.38454,-71.01953,55,Byron St,,,East Boston,MA,Suffolk County,2128,US
COO1021432,ERECT,Certificate of Occupancy,Erect,(5) Residential UnitsErt658839 issued 12/4/18  A 1015875 issued 11/8/19,Anthony Monahan,1378000,175,11/18/2019 9:42, ,Closed,55-57 BYRON STREET CONDOMINIUM TRUST,1-2FAM,9189,24599,100713000,42.38454,-71.01953,55,Byron St,,,East Boston,MA,Suffolk County,2128,US
ERT658839,ERECT,Erect/New Construction,Erect,remove two existing single family homes  construct a 5 condominium building as per plans.,Anthony Monahan,1378000,14548,12/4/2018 14:31, ,Open,55-57 BYRON ST LLC,1-2FAM,9189,24599,100712000,42.38454,-71.01953,55,Byron St,,,East Boston,MA,Suffolk County,2128,US
ERT658839,ERECT,Erect/New Construction,Erect,remove two existing single family homes  construct a 5 condominium building as per plans.,Anthony Monahan,1378000,14548,12/4/2018 14:31, ,Open,55-57 BYRON STREET CONDOMINIUM TRUST,1-2FAM,9189,24599,100713000,42.38454,-71.01953,55,Byron St,,,East Boston,MA,Suffolk County,2128,US
COO700156,ERECT,Certificate of Occupancy,Erect,Four (4) Retail/Office Units on the first story  and;Twelve (12) Residential Units;;;ERT78826 issued: 8/30/11 &; A176767,Anthony Ross,2000000,2685,6/21/2017 13:22, ,Closed,BELGRADE CROSSING LLC,Mixed,18000,13659,2001401000,42.286233,-71.145838,337-345,Belgrade Ave,,,Roslindale,MA,Suffolk County,2131,US
A176767,NEWCON,Amendment to a Long Form,New construction,Submitting MEP Plans and all Engineering Affidavits as supplemental amendment to Architectural and Fire Protection plans already on file,Anthony Ross,0,86,3/23/2017 15:59,9/23/2017 0:00,Open,BELGRADE CROSSING LLC,Mixed,18000,13659,2001401000,42.286233,-71.145838,337-345,Belgrade Ave,,,Roslindale,MA,Suffolk County,2131,US
ERT452069,ERECT,Erect/New Construction,Erect,Erect three story building containing 4 parking space garage and office/retail space on ground story and four 2-bedroom apartments on the second and third stories.ZBA;Approved 6.16.17;,Anthony Ross,650000,13000,7/18/2018 14:12, ,Open,CASSIDY MICHAEL A,Mixed,0,345285,1903412000,42.292233,-71.121657,4004-4006,Washington St,,,Roslindale,MA,Suffolk County,2131,US
COO706319,ERECT,Certificate of Occupancy,Erect,Single Family Dwelling Ert 411049 issued 5/21/15,Anthony Ross,300000,235,5/17/2017 14:07, ,Closed,BOWENKAMP-JONES KATHRYN,1-2FAM,0,147208,2006471000,42.2915,-71.15783,604,Weld St,,,West Roxbury,MA,Suffolk County,2132,US
COO830169,ERECT,Certificate of Occupancy,Erect,Three (3) Family DwellingERT655030 issued: 7/27/17,Anthony Ruscito,500000,35,5/16/2018 8:06, ,Closed,51 IFFLEY ROAD CONDOMINIUM TRUST,VacLd,3517,421128,1102385000,42.311976,-71.098723,51,Iffley Rd,,,Jamaica Plain,MA,Suffolk County,2130,US
ERT655030,ERECT,Erect/New Construction,Erect,;Erect a 3 family dwelling sprinkler and fA,Anthony Ruscito,500000,5324,7/27/2017 14:36,1/27/2018 0:00,Open,51 IFFLEY ROAD CONDOMINIUM TRUST,VacLd,3517,421128,1102385000,42.311976,-71.098723,51,Iffley Rd,,,Jamaica Plain,MA,Suffolk County,2130,US
ERT695370,ERECT,Erect/New Construction,Erect,Raze existing wood Structure.; Erect a new 4 story  9 Unit Residential;Building.; There will be an at-grade Parking Garage built under;Building.; Building will be fully Sprinklered;LPR,Anthony Ruscito,2000000,22715,11/5/2018 14:28,5/5/2019 0:00,Open,CORVO DEVELOPMENT 2015 LLC,Comm,23563,400039,2000043000,42.285071,-71.129828,4281,Washington St,,,Roslindale,MA,Suffolk County,2131,US
COO743082,ERECT,Certificate of Occupancy,Erect,Two Family DwellingCertificate for Two Family DwellingERT622908 issued 11/14/2016,Anthony Ruscito,450000,35,8/28/2017 8:54, ,Closed,DENAPOLI FRANCIS W ETAL,VacLd,3500,420703,2000486000,42.281785,-71.136904,182,Roslindale Ave,,,Roslindale,MA,Suffolk County,2131,US
COO955282,ERECT,Certificate of Occupancy,Erect,2 Family ResidentialErt826413 - 8/22/18;,Anthony Ruscito%,500000,35,5/31/2019 8:27, ,Closed,1824-1826 RIVER STREET CONDOMINIUM TRUST,1-2FAM,0,424275,1812501000,42.243222,-71.139436,1826,River St,,,Hyde Park,MA,Suffolk County,2136,US
ERT826413,ERECT,Erect/New Construction,Erect,Raze existing structures and erect a new 2 family dwelling,Anthony Ruscito%,500000,5101,8/22/2018 11:58,2/22/2019 0:00,Open,1824-1826 RIVER STREET CONDOMINIUM TRUST,1-2FAM,4100,424275,1812501000,42.243222,-71.139436,1826,River St,,,Hyde Park,MA,Suffolk County,2136,US
COO1013656,ERECT,Certificate of Occupancy,Erect,Three (3);Residential;with Parking;Garage ERT645705 - 2/14/18;,Anthony S Bellanti,633250,145,11/19/2019 10:15, ,Closed,JP LAMSON COURT REALTY TRUST,1-3FAM,0,420951,104992000,42.36644,-71.03296,5,Lamson Ct,,,East Boston,MA,Suffolk County,2128,US
